ChannelId,AuthorDisplayName,VideoId,LikeCount,ReplyCount,PublishedAt,TextDisplay
UCApwu9bJQrHrQxC-tCR8-Nw,@Stoparts,AAlG-L-94wo,1,0,2024-10-20T23:04:56Z,"Güzel bilgiler, teşekkür ederiz <a href=""UCkszU2WH9gy1mb0dV-11UJg/ePgfY-K2Kp6Mr8oP1oqAwAc""></a>"
UCxGQri9ppWgh5A6Cx3h-BBg,@MunasibHuseynov1,AAlG-L-94wo,1,0,2024-10-20T19:46:24Z,ARTIK İÇERİK ÜRETİCİLERİ BAYA ÇOĞALDI YÜKSELMEK DAHADA ZORLAŞTI EMİN OL.
UCxGQri9ppWgh5A6Cx3h-BBg,@MunasibHuseynov1,AAlG-L-94wo,1,0,2024-10-20T19:41:23Z,Mikrofon sesi çok baslı ve boğuk çıkıyor.
UCqT3FkSaqKDHGPb-Zduin-Q,@Kisa_birmola,AAlG-L-94wo,1,0,2024-10-20T16:23:31Z,Akgün ağzına sağlık kardeşim 🙏
UCEglEf6XbRRqtq3BPgTja3Q,@Serahsii07,AAlG-L-94wo,0,2,2024-10-19T17:11:03Z,Kanalları nasıl satıyoruz? Şifremizi verirken ve parayı alırken taraflar birbirine nasıl güvenebilir ki? Bir de modası geçmiş yani trendk olan ama sonra trendi geçen içerikleri olan bir kanalı kim almak ister ki?
UCn3D5uY-8MYkJVbeTtYKrCw,@Sivrihoca,AAlG-L-94wo,1,0,2024-10-19T11:24:41Z,"Normalde bu tarz videoları pass geçerim clikbate oluyor genelde ama videonun ilk dakikasında daha samimi bir insanı izlediğimi farkettim. Boş bir video değilmiş emeğine sağlık.. filipinlerde yaşıyorum 2 defa youtube yaptım 500k ve 360k abonelerde iki defa kanalı kapattım hanımın kıskanclığı yüzünden :D Yakında bi daha başlicam ama gerçekten videonun başında söylediğin gibi işin en zor kısmı başlangıç zamanı.. Sonrası zamanla düzeliyor , sponsor vs almaya başladıkça gelirlerde artıyor. Önemli olan pes etmemek, stabiliteyi ve kaliteyi bozmamak.. Herkesin zannettiği gibi youtube gül bahçesi olmasada zamanla gülbahcesinden fazlası olacaktır ama bahçeye emek ve zamanı ciddi bir şekilde harcamak ve ciddi bir iş gözüyle bakmak gerekiyor."
UCAxmT-Dkhcq1XWn71DSbyIw,@DünyaTuruOfficial,AAlG-L-94wo,0,0,2024-10-19T03:21:02Z,Aşırı Samimi ❤ Aşırı Kaliteli ❤
UC_puAi9evvn3hTSDM86VMbw,@enamli01,AAlG-L-94wo,1,0,2024-10-18T23:09:36Z,Yabancı dille video yaptığında YouTube vergiyi kesip göndermiyor mu
UClYBmRhiRqRxcwY9P_KiKSA,@Eyyüpdolu,AAlG-L-94wo,1,0,2024-10-18T20:53:05Z,Teşekkürler ediyorum gerçekten çok güzel bir video paylaştın abi ❤❤
UCqUqXZ3SUa2F7E9IRWn6PZQ,@PozitifBebe,AAlG-L-94wo,0,0,2024-10-17T23:04:17Z,Hocam merhaba vergi kısmını detaylı anlatan bir video bekliyorum tam anlayamadım ne yapmam lazım
UCzHqTGBB-Msi4DThUxWFkKA,@yunusdoganyol731,AAlG-L-94wo,0,2,2024-10-17T18:34:59Z,hocam eğitimi satın aldım fakat mailime herhangi bir link gelmedi aranmadım da whatsap destek hattıda bağlanmıyor iletşime geçemiyorum.bana yardımcı olur musunuz
UCuUUORcO0jyG9lqxBXHpr3A,@leventbaba8081,AAlG-L-94wo,0,0,2024-10-17T16:37:00Z,Akgün kardeşim benimde yıllardır hayalimdi açıkçası yapmak istedim ama ozamanlar hiç bu girişimci kafasında değildim çok oyun oynadım ama paraya dönüştürmek gibi hiç aklımdan geçmedi yıllarım gitti çok üzgünüm şimdi de bir cesaret geldi açıkçası başarısız olsam bile yapmak istiyorum ama benim hoşlandığım şeyler korku hikayeleri korku gerilim filmleri veya slasher filmler dedektif filmleri belgeselleri çok seviyorum araştırma yapmayı seviyorum peygamberler olsun eski hikayeler mısır hikayeleri felan olsun fitness yapmayı çok seviyorum oyun oynamayı bıraktım sence nasıl hangi konsept de kanal açmalıyım yoksa hepsini farklı diller ile kanal mı açmak mantıklı tavsiyen ne olurdu usta asgari ücret veya bir tık üstü çalışıyorum aile zor durumda birşeyler yapmak istiyorum ama ne yapıcam onu bilmiyorum kafam da senin gibi yıllar sonra da izlensin diye eğitici videolar çekmek var ama kendim başarmadan nasıl çekicem bunu ne tavsiye edersin ?
UCgOztobGlM-C3wH77cI3CNQ,@FikirBabaa,AAlG-L-94wo,0,4,2024-10-17T12:16:42Z,seni hep takip ediyorum dediklerini eğitim almadan da uyguluyorum ama eğitimi almak istiyorum ekibinizin yardımları ile kendi çabamız ile bir yerlere gelmek istiyorum. ama aklıma takılan bir soru var kredi kartına taksit yapabiliyor muyuz ödeme adımında ?
UCEgP5Uz0ONIhz1D9CAmkuvw,@beforethevet,AAlG-L-94wo,1,0,2024-10-17T09:52:35Z,Çok faydalı bir yorum olmuş teşekkür ederim 🙏
UC9LZnIC3Hp5NF1HIg2lFoEw,@survivorgunlukleri,AAlG-L-94wo,0,0,2024-10-16T23:19:54Z,Çok iyi anlatmışsın. Teşekkürler
UCSoG0nkQO6BkHhn66UaI-3w,@tanaytacerdem,AAlG-L-94wo,8,2,2024-10-16T22:15:21Z,Dehb rahatsızlığına sahip biri olarak son bir kaç yıl içinde  soluksuz izlediğim tek video olabilir. Teşekkürler dostum. İyi ki  varsın.
UCiQYzJuKQMLFdpU9y3SO09Q,@yesil.saha01,AAlG-L-94wo,0,0,2024-10-16T21:03:11Z,Abi işin yoksa bi bakar mısın seninle bir şey konuşmam lazım
UC1VOP3g6RvG5yacAqiJ5xDA,@TuttleStacey-m6y,AAlG-L-94wo,0,0,2024-10-16T04:14:15Z,Chanel Heights
UCqA4aI6590x8PQTkSM5CQ_A,@barserdem9486,AAlG-L-94wo,0,0,2024-10-14T12:02:40Z,Çok teşekkürler.
UC4CeOFwsUlXexEdzhx4DQyw,@HK-wu8gx,AAlG-L-94wo,1,0,2024-10-14T07:50:16Z,Abi rahmetli babaannenle çektiğin videoları özledim görürsen bana kalp attt ❤
UC9dQwF13m9NxTfviffyNRjQ,@ahmet5618,AAlG-L-94wo,16,0,2024-10-13T20:27:38Z,Ses tonunuzdaki o hassasiyet geçmişini unutmayan bir adamın kalbinden gelen güzelliğin yansıması.. Varol..
UCQxFtOYp2HyQAslOd1VjDug,@rasitakyz107,AAlG-L-94wo,0,0,2024-10-13T20:08:08Z,Bu anlattıklarının telefondanda yapılabilir mi yoksa bilgisayarımı lazım yapmak için ?
UCqDkPrYqnJGTHpNfR6pFIqA,@mertkurt3338,AAlG-L-94wo,2,0,2024-10-13T12:28:47Z,Hiç sıkılmadan bunalmadan ve kafam karışmadan dinlediğim nadir videolardan biri. Emeğine ağzına yüreğine sağlık verdiğim bilgiler için teşekkür ediyorum 👏
UCCXsSVW_jqc0TA7tL_TN7GQ,@StayHealthyHacks,AAlG-L-94wo,0,0,2024-10-13T09:10:51Z,Hazırladığım videoları Elevanlabs ile seslendiriyorum. Video paylaşırken yapay zekayla üretilmiştir kutucuğunu seçmeli miyim? Videolarımın gösterimi bundan olumsuz etkilenir mi? Ne önerirsin?
UC2hf3YSfDYyYcaV911FUFyg,@burakgayiip,AAlG-L-94wo,16,0,2024-10-12T16:58:14Z,Genelde herkes eğitimleri paralı yapar fakat ilk defa ücretsiz bir şekilde tecrübelerini paylaşan birini görüyorum ot gibi ölmektense yardımlaşarak hayatımızı devam ettirmek için güzel bir video bu video için teşekkürler yarın dediklerini denemeye başlıcayım gün olcak yapamasam bile samimiyetin sağolsun
UC_TsLIFYaY722j5QKRFCmBg,@bugrakaanturker,AAlG-L-94wo,1,0,2024-10-12T07:42:31Z,"Tam bir girişimci ruhu ve heyecanı. Enerjin, işine olan inancın ve heyecanın benim geçmişteki yansımam gibi. Seni tanıdığıma çok mutlu oldum. Ben de geçmişte Youtube üzerinden içerik üretip paylaştım fakat çok kısa sürede kanalı kapattım. Sonrasında üniversitede mobil oyun sektörüne girdik ama dersler sınavlar derken ekibi dağıtmak zorunda kaldık. Mezun olduktan sonra Play Store üzerinden akıllı saat temaları yapıp paylaştım fakat orada da politikalar çok acımasız hale gelmiş. Her şeye ban atar olmuşlar. Açıklamalarında hangi politikanın ihlali olduğunu bile yazmıyorlar. Yani her denemem bir şekilde yarım kaldı. 😄<br><br> Tekrar neler yapabilirim diye araştırırken videona denk geldim ve tamamını izledim. Enerjin, benim ateşi sönmüş kömürümü tekrar alevlendirdi. İşte böyle umut dolu olmalıyız. Motivasyonumuz yüksek olmalı ve üretmeliyiz. Harikasın ve çok teşekkürler. Şimdi sitedeki eğitimlere bir göz atacağım. <br><br>(Düzenleme: Açıklamadaki siteye tıklayın arkadaşlar google üzerinden aratınca bakım çalışması yapılan bir site çıkıyor)"
UCPm2AOMFxcGM6HOSS3AUWJQ,@berkfurkanaydngoz1488,AAlG-L-94wo,5,0,2024-10-11T11:27:13Z,Niye bilmiyorum ama dostum dinlediğim içerik üreticilerinin arasında en samimi gelen kişi sensin ve bize bu bilgileri bedavaya vermen çok değerli teşekkürler.
UCSBbAc1-LL7DkbHTciX0sLA,@KOMEDİLİ_DÜNYAM,AAlG-L-94wo,0,0,2024-10-10T17:45:51Z,Teşekkürlerrrr ❤
UCGFh1vHFCEqnKKerrFvLG5g,@Merves_Works,AAlG-L-94wo,0,0,2024-10-10T11:09:30Z,"<a href=""https://www.youtube.com/watch?v=AAlG-L-94wo&amp;t=2577"">42:57</a>   peki benim youtube camiasına 2 saatlik video ile girişim ve asla izlenmemesi :D ama doğru insan edit yaparken artık kusacak gibi oluyor. buradan bayaa faydalandım şuan, teşekkür ederim, sevgiler :)"
UCMy6mVKZziDp0rrkAzpcL1A,@endlesjourney3477,AAlG-L-94wo,0,0,2024-10-10T10:59:01Z,Abi niye ağlıyon
UCWuu-2PLcrlwHRS-GS26mTQ,@DERYABEYZANUROZDEMIR,AAlG-L-94wo,0,0,2024-10-10T09:39:14Z,"Akgün Bey ben sizi yeni tanıdım. Paylaşım için teşekkür ederim. İnternet sayfanıza şimdi baktım ama sanırım bakım çalışmasında. Merak ettiğim bir konu var bu sayfadan başka sayfanız var mı? Youtube ile ilgili kanal açma-yönetme konusunda bilgim az, ne tarz çalışmalar yapıldığını merak ediyorum. Bir diğer merak ettiğim konu da eğitimleriniz.. İlk fırsatta almayı düşünüyorum"
UCYQkkR-inmQH8LEYCUdYvUg,@bilmert51,AAlG-L-94wo,1,1,2024-10-09T23:08:54Z,Bu video için çok teşekkür ederim. Ne zamandan beri YouTube içerik üretme isteğim vardı. Nasıl başlayacağımı bilmiyordum. Bu 1 saatlik video bile bazı şeyleri anlamamı kolaylaştırdı. Belirtilen analiz siteleri belli bir ücreti var. Bunu ayarlanabilirse ve burada anlattığınız gibi ilerlendiğinde nokta atışı bir iş olacak. Heyecanlıyım. Bu başlangıç için teşekkür ederim. Umarım motivasyonum aynı kalır. Kendine sevgiyle bak...
UCsIlePMdL2wzTNfkVXGfp5g,@BarberC,AAlG-L-94wo,0,0,2024-10-09T22:05:49Z,kral sewiliyosun teskurler hersey icin cansin.Bende bir turlu tutturamiyanlardanim video izledim deniycem tesekkurler
UC95sRBrckFUzzhfgTq1x7eg,@PamukSkr,AAlG-L-94wo,0,0,2024-10-09T16:42:13Z,Ya lütfen yardımcı olun ben kanalımı doğruluyamıyorum😢
UCNqCR0qcqTwTBtXVnHiYx5A,@muradiyevarol1969,AAlG-L-94wo,1,1,2024-10-08T22:09:44Z,"şu ana kadar izlediğim en açıklayıcı video olmuş, emeğinize sağlık. Çok faydalı bilgilendirici bir video olmuş."
UCCXsSVW_jqc0TA7tL_TN7GQ,@StayHealthyHacks,AAlG-L-94wo,0,0,2024-10-08T10:22:52Z,Tavsiyeleriniz üzere bir ingilizce kanal açtım ve gelişmeye gayret ediyorum🎉🎉🎉
UCjLD_euBNzNb9S_7H362lxw,@hakansahin2416,AAlG-L-94wo,1,0,2024-10-07T22:27:01Z,Çok dolu dolgun bir video olmuş belliki YouTube da kazandiğin her parayi hakediyorsun başarilarinin devamını dilerim Teşekkürler
UCamNrPOFl0X2dR4NvlyYQ5g,@oabbasov6676,AAlG-L-94wo,0,0,2024-10-07T18:38:24Z,Sesis bir gorsel para kazandiryormu? Mesela TV kapak fotoğrafı
UCz3Px8rTEbMXy7IPnDSqAnQ,@teyyaryt,AAlG-L-94wo,0,0,2024-10-07T10:11:40Z,Abi merhaba bir sorum olacak 17 yaşındayım ve ne yazıkki bilgisayarım yok telefonla olmazmı bu iş? Telefonda pek iyi 1 telefon degil
UCSHhzBocK2tP0ihwo0ofDDw,@rumeysa7754,AAlG-L-94wo,1,0,2024-10-07T10:07:14Z,"Akgün, ben senin çoook eski takipçilerindenim. Hesaplarını kapattın ortadan yok oldun 2 yıl göremedim seni. Sonra bugün karşıma çıktın. Başarıların, gelişimin beni çok mutlu etti. Senin adına çok sevindim. <br>Ve bu video tam ihtiyacım olan zamanda karşıma çıktı. İşsizlikten, maddi sorunlar yüzünden psikolojik sorunlar yaşadığım bir dönemdeyim. Umarım bu bir işarettir. Umarım beni hayata tekrar döndürmeyi sağlarsın."
UCAeERyc6JFDiW6h9GNcr6fw,@bukettMrly,AAlG-L-94wo,1,0,2024-10-06T21:58:05Z,"Akgun seni eskiden izleyen biriyim onceden videolarinda cok eğlenceli , enerjisi yuksek biriydin tabi herkes hayatinda degisiklikler yapabilir hatta kendisi degisebilir ama seni özledim  açıkcası"
UCvJtfIThbffOjpFWTaIUSNg,@Alyssa_alis,AAlG-L-94wo,1,0,2024-10-06T21:39:49Z,Uzun zaman sonra seni görmek beni çok mutlu etti Akgün abi ilk takipçilerindenim ilk hesabından beri iyi olmana ve işine devam etmene çok mutlu oldum çok seviliyorsun bunu hiç unutma ❤
UC6FauxwI3wqDPwZAxQek9Dg,@isevilaykose,AAlG-L-94wo,1,0,2024-10-05T22:22:09Z,"akgün bey, bu mükemmel video için çok teşekkürlerr😇"
UC0CmUgrarVPsyJWL1VVKn-g,@Motivatedanime1,AAlG-L-94wo,0,0,2024-10-05T21:47:14Z,Kardeşim ilk önce başarılar dilerim ve varolasın Bir soru sorucam cevaplarsan sevinirim ben suno ai ile şarkı yapıb editleyip bir çocuk kanalı açarsam para kazanmada sorun çikarirmi yani sozler bana ait olacak çocuk veya sadece muzik şuanda çunki çocuk kanalimi yapmişim ve guzel irelliyor cevaplarsan sevinirim şimdiden teşekkürler
UC4CB2tKHdx7azSbGN0F04Ig,@KeremCanÖztürk-w3q,AAlG-L-94wo,1,0,2024-10-05T19:44:19Z,Videoyu tek saniye ileri almadan izledim net olarak şunu söylemek isterim samimiyetine çok inanıyorum anlatımlarında içten ve samimi olduğunu görebiliyorum birilerinin elinden tutmak istediğin net allah yolunu bahtını açık etsin kardeşim
UCoIkBanlA0Z2HjM0Ful19mw,@sanylmaz8020,AAlG-L-94wo,0,0,2024-10-05T19:04:47Z,Nişimizi nasıl daha rahat seçebiliriz
UCp5G_FKBmsP_iIzQ1zVGQ7g,@HasanKocaeren,AAlG-L-94wo,0,0,2024-10-05T13:08:34Z,VİDEO KAPAK RESMİNİ NASIL YAPARIZ EN İYİ ŞEKİLDE. ?
UCqzBhA8zyrk9Q0rfsq469VA,@kanlca1449,AAlG-L-94wo,1,0,2024-10-05T08:35:56Z,Samimiyetine ve bizler için gösterdiğin gayrete inanıyorum. Tüm kalbimle içtenlikle teşekkür ediyorum.
UCbaTyh4yp2zoKqh-PJ9OhpA,@shortviralaz,AAlG-L-94wo,0,0,2024-10-05T08:18:07Z,merhaba abi. Faydali içeriklerin için teşekkür ederim. Farklı konudan bir sorum olucak.başka bir paylaşdığın videoda her hangi kanalın para kazanma etkinliğini kontrol etmişdin (kapalı açık olduğunu) .bunu nasıl tespit ede bilirim? Yardimci olursan sevinirim teşekkürler
UC8Ix9crfPL8oVnAx6fY2HnA,@FeridFerid-y4b,AAlG-L-94wo,0,0,2024-10-04T22:23:40Z,Ne oyretelim sayumini markarkalari ya cin elktronikada bulnar yada boyuk telefon dukanarida olar ekran ya xarab olar yada desiler isdiyirse 1000 tele kazan isne yaramadikca para neyelazim el cirki ede at bir kenara
UCmLGMNKXxibABLQKqTY_1fA,@sever290,AAlG-L-94wo,1,0,2024-10-04T16:15:49Z,Sizi çok uzun zamandır takip ediyorum Akgün bey ve bana YouTube olsun Instagram olsun En samimi ve En dürüst kanal sahibi olarak geliyorsunuz bu eğitim videonuzu bizimle paylaşmanız bile ne kadar yüce gönüllü olduğunuzu gösteriyor. Bazıları gibi herkesin bildiklerini bize pazarlamayıp bilmediklerimizi bize sunuyorsunuz çok teşekkürler 😊
UCaPwvxojhbcT6MKTXYnAViQ,@muratcanokdem,AAlG-L-94wo,1,0,2024-10-04T13:59:47Z,selam kardesım tum videolarını izledım ve baslıyacam bır sorum olucak aklımda 3 4 tane nıs fıkır var tek yotube hesabnından mı 3 4 kanal acmalıyım yoksa kanallarımın hepsını ıcın ayrı youtube hesabımı acmalıyım
UC6q8WRJ9IqmUhcBuwMB2fTA,@extremehoarderclean,AAlG-L-94wo,1,0,2024-10-04T08:54:33Z,"Mesela bir shorts kanalı açıyorum, ilk videom 500 küsür izleniyor aha tutturdum konsepti diyorum, ikinci gün attığım video 0 izlenme alıyor. nerede yanlış yapıyor olabilirim sizce? aynı konseptten devam ediyorum farklı alakasız bir video atmıyorum."
UCGuEfCFCOyTue5ZAS9kxEfg,@FunNatureLand,AAlG-L-94wo,0,1,2024-10-04T01:52:34Z,"Balıklamasına daldığım ve cahilce girdiğim kanal açma olayında, kanal açtıktan sonra  bazı şeyleri öğrenme açısından gezindiğim ortalama 10-15 günlük süre içerisinde, ilk kez birinin gerçekten çok ama çok ciddi emek verip  en ince ayrıntısına kadar anlatmış oluğunu gördüm,  keşke aptallık edip direkt  kanal açmadan evvel  karşılaşmış olsaydım, benim gibi bu tarz konularda cahil kişileri aydınlatma adına videolar üretmelisiniz diye düşünüyorum, daha yeniyim sizi de yeni gördüm belki vardır videolarınız ama  sadece bu videonuzu izlediğim için buna direkt yorum yaptım.. çok uzatmayayım teşekkürü hak eden  işi bilen ve gereksiz REKLAM KOKMAYAN anlatımınız için teşekkürler, öyle sesini değiştirme gayesi, çocuksu hareketler v.s olmadığı için sadece olay ile ilgili bilgi verme amacınızı  beğendim... emeğinize sağlık kolay gelsin."
UC3EmuZzMnMRuqv6dlgh-aBw,@themis.6669,AAlG-L-94wo,0,0,2024-10-03T18:21:45Z,Gerçekten emeğine sağlık 👏🏻
UCGykyBh1pY-vjJqAanZMRZQ,@MineGirgin-bv5hf,AAlG-L-94wo,0,0,2024-10-03T17:56:15Z,Harıkasın🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤
